[-2.60288, -1.63263, 3.49462]
[-2.60208, -1.63281, 3.4938]
[-0.0236667, -0.51295, 1.09095]
[0.0339256, -0.488385, 1.03943]
[0.0425015, -0.487789, 1.05662]
[0.292573, 0.399994, -0.868565]
[-0.0536335, -0.467769, 1.05302]
[0.0727127, -0.473531, 1.05776]
[-0.0528655, -0.466637, 1.05252]
[0.0604013, -0.465236, 1.06142]
[-2.39741, -1.39315, 3.21814]
[-0.0898414, -0.457032, 1.05127]
[0.0610693, -0.462986, 1.06268]
[-2.39958, -1.3941, 3.22127]
[0.0940949, -0.456149, 1.0573]
[-0.0939051, -0.430207, 1.02134]
[-0.0943913, -0.449721, 1.05234]
[-2.46375, -1.38693, 3.31976]
[0.101112, -0.445156, 1.05642]
[-0.101578, -0.411551, 1.0112]
[0.113388, -0.423272, 1.05512]
[-1.78935, -0.843288, 2.26316]
[-1.79095, -0.844329, 2.26977]
[-2.31529, -1.10725, 2.97573]
[-2.37451, -1.18573, 3.18709]
[-1.79086, -0.844186, 2.26962]
[-2.31357, -1.10631, 2.97364]
[-2.37151, -1.18403, 3.18336]
[-2.43793, -1.24015, 3.35993]
[-2.41469, -1.23778, 3.35348]
[-1.58178, -0.851439, 2.31958]
[-1.65251, -0.927167, 2.55034]
[-0.47745, -0.295621, 0.767503]
[-0.704534, -0.412457, 1.14089]
[-0.0702829, -0.389048, 1.11528]
[-0.705103, -0.391044, 1.14946]
[0.283264, 0.311897, -0.906908]
[0.0278392, -0.386786, 1.12577]
[0.0411946, -0.38037, 1.11569]
[7.39155, 3.10709, -9.20387]
[-1.62225, -0.794701, 2.35676]
[-0.732693, -0.393172, 1.17699]
[-0.705789, -0.385625, 1.15142]
[0.0268559, -0.376862, 1.12301]
[0.0426338, -0.374054, 1.10405]
[-0.92477, -0.382926, 1.16203]
[0.0226467, -0.363604, 1.11468]
[0.0414021, -0.355786, 1.11446]
[-0.16136, -0.307132, 1.00332]
[0.0459948, -0.337437, 1.09187]
[0.129352, -0.318645, 1.02706]
[0.0523203, -0.347101, 1.15682]
[0.135276, -0.267077, 1.02424]
[-0.849543, -0.287786, 1.17002]
[-0.116397, -0.246843, 0.995957]
[-0.947407, -0.27929, 1.15672]
[-0.815241, -0.287592, 1.18027]
[-0.803054, -0.287422, 1.18482]
[-0.695598, -0.276054, 1.14331]
[-0.681975, -0.276201, 1.14668]
[-0.117943, -0.242578, 0.993444]
[0.137827, -0.248028, 1.02478]
[-0.651425, -0.268719, 1.13398]
[-0.540136, -0.278186, 1.16471]
[-0.25177, -0.293672, 1.24202]
[-0.215878, -0.279501, 1.19744]
[-0.136003, -0.252563, 1.06046]
[0.143712, -0.242041, 1.02332]
[0.143721, -0.241998, 1.02332]
[-0.407497, -0.270549, 1.18703]
[-0.264551, -0.276752, 1.18643]
[-0.215593, -0.279164, 1.19662]
[-0.195865, -0.273986, 1.18121]
[0.0481964, -0.239803, 1.02526]
[-0.635047, -0.262373, 1.15746]
[-0.629149, -0.263746, 1.15905]
[0.141958, -0.231068, 1.01757]
[-0.273662, -0.238895, 1.12307]
[0.439276, -0.293937, 1.35667]
[0.437237, -0.281476, 1.31215]
[0.496027, -0.281442, 1.33072]
[0.283208, -0.263976, 1.25162]
[0.240734, -0.210263, 1.0036]
[0.3191, -0.262966, 1.27413]
[0.317655, -0.257806, 1.25043]
[0.373648, -0.275503, 1.31918]
[0.137904, -0.0789796, 0.378477]
[0.496005, -0.281349, 1.33075]
[0.495859, -0.281218, 1.32981]
[0.508071, -0.275279, 1.31621]
[0.515468, -0.27142, 1.30904]
[0.514964, -0.267911, 1.29168]
[0.347338, -0.266419, 1.29836]
[0.531551, -0.254566, 1.24997]
[0.463844, -0.21347, 1.04989]
[-0.441783, -0.188338, 0.967035]
[-7.24318, -1.9361, 10.0844]
[-0.00392336, -0.198747, 1.03177]
[0.0593272, -0.196179, 1.0355]
[0.0600862, -0.196751, 1.03222]
[-0.648972, -0.176471, 0.960098]
[-0.120975, -0.187556, 0.988461]
[-0.068344, -0.194049, 1.03183]
[0.0594742, -0.195916, 1.03463]
[0.145927, -0.187319, 1.00395]
[0.237325, -0.179116, 0.960972]
[0.366705, -0.212565, 1.15519]
[0.397315, -0.21585, 1.15791]
[0.397625, -0.209333, 1.12199]
[0.402346, -0.208095, 1.12131]
[-0.647604, -0.175951, 0.95853]
[0.26448, -0.208876, 1.13809]
[0.346953, -0.208248, 1.14947]
[0.352144, -0.207818, 1.14912]
[0.364116, -0.20908, 1.15502]
[0.366736, -0.212595, 1.15541]
[0.140535, -0.176453, 1.00281]
[0.140724, -0.175869, 1.0017]
[0.15571, -0.177784, 1.01504]
[0.166261, -0.180422, 1.03162]
[0.336199, -0.194856, 1.1105]
[0.231639, -0.133686, 0.887656]
[0.258938, -0.118881, 0.858494]
[0.0676083, -0.0108441, 0.22252]
[-0.0558241, -0.108153, 0.931364]
[0.140257, -0.0630704, 0.579497]
[0.140333, -0.0631353, 0.579679]
[-4.06851, 0.943743, -11.4684]
[-0.127512, 0.0248255, -0.607535]
[-0.148461, 0.038588, -0.935996]
[0.0593894, -0.0355872, 0.710763]
[-0.194388, 0.0089031, -0.717511]
[0.115822, -0.0118933, 0.575981]
[0.0592864, 0.00569351, 0.102106]
[-0.275926, -0.0109581, 0.635041]
[0.0803853, -0.00779997, 0.165306]
[0.031202, 4.56548e-07, -2.09626e-05]
[0.031302, -5.2782e-06, 0.000243069]
[0.0892282, -0.00425682, 0.212987]
[0.0429883, -0.0334249, -0.248039]
[0.0914505, 0.0942966, 0.597538]
[-0.634074, 0.173994, 0.981699]
